isbn;title
0141305371;Jane Eyre
0312135866;The Persian Pickle Club
0060196122;Veronika Decides to Die
0590981811;My Side of the Mountain
0525934251;Bastard Out of Carolina
1895565669;Love You Forever
0525457585;The Neverending Story
0394545370;Oldest Living Confederate Widow Tells All
0066209625;Moving Target
0451200101;The Experiment
0553473158;The Glass Lake
0553713124;The Survivors Club
0739302043;The Da Vinci Code
0739302248;The King of Torts
0345447859;The Apprentice
0451213599;Four Past Midnight
0380799502;Bittersweet
0385297661;Daddy
0060001941;A Tree Grows in Brooklyn
0312965788;All Creatures Great and Small
0679416781;The English Patient
0785788727;Little Women
0446520659;The Lion's Game
0590415328;The Rescue
1562542621;Dracula
039914207X;Chromosome 6
0743456866;He Sees You When You're Sleeping : A Novel
0671625829;Dirk Gently's Holistic Detective Agency
0425192938;Pattern Recognition
0689808828;Hatchet
0553567187;I'll Be Seeing You
0525443959;My Side of the Mountain
067972866X;Ellen Foster
0688025935;The Hero and the Crown
0440777062;The Secret Garden
0345303067;2010: Odyssey Two
0061043354;Riptide
0849938716;Angels
0743215656;Paradise
0345917421;The Hobbit
055321201X;The Secret Garden
0590433466;The Secret Garden
0679445080;Cause of Death
0785734988;The Giver (21st Century Reference)
0881030392;The Outsiders
0375703829;Silk
9506440298;Fahrenheit 451
0425190374;Practical Magic
0330341421;Wild Horses
8401422515;Eva Luna
0066211743;Five Quarters of the Orange
0345272552;The Silmarillion
0446676438;When the Wind Blows
1567310079;Siddhartha
0446519804;The Alibi
0385311400;Drums of Autumn
0375405372;Memoirs of a Geisha
0553455923;A Walk in the Woods: Rediscovering America on the Appalachian Trail
3404131215;Carrie
0385312520;Having Our Say : The Delany Sisters' First 100 Years
0671673645;Loves Music, Loves to Dance
0374384436;A Wind in the Door
0375431977;The Summons
0452283760;The Fountainhead
0679434968;A Son of the Circus
0670839809;Waiting to Exhale
0312971125;Crazy for You
0385335970;Dragonfly in Amber
0060092572;The Terminal Man
0380975068;The Lust Lizard of Melancholy Cove
0525937935;The Quiet Game
0618260285;The Return of the King (The Lord of the Rings, Part 3)
0099760118;Beloved
0448110199;Little Women
0451518012;Animal Farm
0399143904;Rainbow Six
0152465030;The Little Prince
1573227978;The Beach
0553260618;B Is for Burglar (Kinsey Millhone Mysteries (Paperback))
0060196092;Moment of Truth
0446516317;The Witness
0375421440;Three Junes
0812523334;Little Women
0099479419;Ladder of Years
0613071573;The Beekeeper's Apprentice
0448058006;Adventures of Huckleberry Finn
0425176487;The Pull of the Moon
0451525817;The Secret Garden
0812519108;The Secret Garden
0452284481;Le Divorce (William Abrahams Book)
0439567610;Harry Potter and the Order of the Phoenix (Book 5)
0452273331;The Fountainhead
067081458X;The Eyes of the Dragon
0449911608;Saint Maybe
0440295815;Hannibal
3548301231;Jane Eyre
0142302376;Redwall (Redwall, Book 1)
0451175816;Dracula
0440227186;Island of the Blue Dolphins
1402521154;The Lovely Bones
8470021818;Dune
0671648152;SEEDS OF YESTERDY (Dollanger Saga (Paperback))
0141001828;In the Heart of the Sea: The Tragedy of the Whaleship Essex
842533411X;Hannibal
0312330871;And Then There Were None
0345371291;Temptation
0385333927;Pagan Babies
0345297318;Rendezvous with Rama
037540290X;A Widow for One Year
0393050424;The Death of Vishnu: A Novel
0670451932;Cujo
0804117683;Moo
0440418321;The Golden Compass (His Dark Materials, Book 1)
0451410491;Insomnia
0770426182;Smilla's Sense of Snow
0553289721;Mercy
0743406184;If Only It Were True
0804900043;Adventures of Huckleberry Finn
0593048040;Dead Famous
0345363523;A Prayer for Owen Meany
0345433319;Midnight Voices
031242227x;Running with Scissors: A Memoir
0451456688;Silk
0553584480;The Face
0553473298;Outlander
1402528957;Unnatural Exposure
1586213237;Find Me
0743490304;Deception Point
0671701592;The Hitchhiker's Guide to the Galaxy
0743212193;On the Street Where You Live : A Novel
043942089X;The Thief Lord
0394543963;The Bourne Supremacy
0312853238;Ender's Game (Ender Wiggins Saga (Paperback))
087131763X;Dr. Atkins' New Diet Revolution
006017322X;To Kill a Mockingbird
0399529209;Lord of the Flies
0743467256;Temptation
0743417178;If Only It Were True
0452279615;The Drawing of the Three (The Dark Tower, Book 2)
0452279623;The Waste Lands (The Dark Tower, Book 3)
0679435328;The Angel of Darkness
0312044194;September
0451152190;Over the Edge
0380730375;Practical Demonkeeping
1568654243;Contact
0345292456;Another Roadside Attraction
2070422402;Fight Club
0399144412;The Reef
0812523377;Jane Eyre
0375802118;The Subtle Knife (His Dark Materials, Book 2)
0449911020;The First Horseman
0446530220;The Cabinet of Curiosities
0452284694;The Gunslinger (The Dark Tower, Book 1)
0452284708;The Drawing of the Three (The Dark Tower, Book 2)
0452284716;The Waste Lands (The Dark Tower, Book 3)
0452284724;Wizard and Glass (The Dark Tower, Book 4)
0679416463;Einstein's Dreams
0553525131;The Return Journey
B00001IVC7;Desperation
0688163165;Mystic River
0142302317;Tales of a Fourth Grade Nothing
0345252888;Rendezvous with Rama
0345293568;Beloved
2253006734;Rebecca
0694524379;Prodigal Summer
0451139771;Night Shift
0593045254;The Smoke Jumper
0553526375;Carnal Innocence
0843950293;Violets Are Blue
0553802380;The Next Accident
0151327653;Foucault's Pendulum
0671779729;Schindler's List
0440418569;The Amber Spyglass (His Dark Materials, Book 3)
0679435204;Bird by Bird: Some Instructions on Writing and Life
0553470698;A Time to Kill
068803036X;The Cider House Rules
0451128389;Christine
0525938028;A Case of Need
0439099390;The Secret Garden
0618087850;The Hobbit
0448110008;Adventures of Huckleberry Finn
0788789821;The Hobbit
0192834134;To the Lighthouse
2070512541;Matilda
0765300273;Wizard's First Rule (Sword of Truth, Book 1)
0553502697;From the Corner of His Eye
0553211943;Awakening
0821772287;The Awakening
0812571797;The Secret
0842332294;Desecration: Antichrist Takes the Throne (Left Behind No. 9)
0375727965;The Brethren
0446690309;Find Me
0060219106;Harriet the Spy
0440220394;A Wrinkle in Time
0671678574;A Knight in Shining Armor
0449912728;Adventures of Huckleberry Finn
0399133909;Midnight
0399141308;Idoru
0425062333;God Emperor of Dune (Dune Chronicles, Book 4)
0451126564;Night Shift
0553110616;House Atreides (Dune: House Trilogy, Book 1)
0312252943;Welcome to Temptation
0553801163;Sacred Sins
0394548442;Hiroshima
0441104029;Children of Dune (Dune Chronicles, Book 3)
0553203487;Franny and Zooey
0450588866;Dolores Claiborne
0453007864;Dracula
0671045857;The Girl Who Loved Tom Gordon
0590674099;Walk Two Moons
2226066047;Dolores Claiborne
0449910555;The Presence
0060541814;The Andromeda Strain
0140094199;When the Wind Blows
0843946334;Prey
0590996835;Matilda
0553472828;The Runaway Jury
0671522906;Mind Prey
1559274913;An Instance of the Fingerpost
0743253973;A Separate Peace
0786011440;Cradle and All
0312864035;The Gift
0553199439;The Bourne Ultimatum
B0001FZGBC;In Her Shoes : A Novel
0743509994;The Corrections
0743466756;Hello, Darkness
0140258175;Emma
0671606875;SEEDS OF YESTERDY (Dollanger Saga (Paperback))
0886461278;Thinner
0613174208;One True Thing
0375416048;Bridget Jones: The Edge of Reason
033002602X;The Pearl
0060196254;The Associate
0743467167;Flowers In The Attic (Dollanganger)
0922066728;A Time to Kill
1560549785;Cold Fire
0385335989;Drums of Autumn
0385315147;Smilla's Sense of Snow
1400100976;Stiff: The Curious Lives of Human Cadavers
0739405179;Dark Lady
0375806709;The Phantom Tollbooth
0394815009;The Phantom Tollbooth
055350259X;In a Sunburned Country
0671795899;Lonesome Dove
0874066565;The Ugly Duckling
0394717155;Invisible Man
0810200627;Adventures of Huckleberry Finn
0671789457;Possessing the Secret of Joy
0345316754;Ringworld
0399131493;Red Storm Rising
0679452664;Airframe
0152023984;The Little Prince
0446314862;To Kill a Mockingbird
0425129551;Billy
0425168468;Practical Magic
1565122054;Ellen Foster
030703979X;Jurassic Park
0808565648;Thinner
0821746480;The Gift
0394549953;Ransom
0689205864;From the Mixed-Up Files of Mrs. Basil E. Frankweiler
0553802518;The Survivors Club
0393324826;Stiff: The Curious Lives of Human Cadavers
0061094226;Choke
0786010908;Haunted
0752843338;Dust to Dust
0399142401;Sanctuary
0553702327;Sphere
0345274318;Fahrenheit 451
2290306428;Illusions
1852865024;Jurassic Park
1855494892;The Lost World
1552781879;Sanctuary
0449203344;The Chosen
0965093670;Kitchen Confidential: Adventures in the Culinary Underbelly
0380973464;Cryptonomicon
0451521560;Animal Farm
0671047876;Before I Say Good-Bye
0425162028;Phantoms
2743609621;Mystic River
2226036733;Misery
1559277246;Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel)
059035342x;Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
0553582941;Sole Survivor
0689851324;Homecoming
037541178X;While I Was Gone
038531437X;The Wedding
0451203046;Light a Penny Candle
2266071319;Mutation
033048205X;The Princess Diaries
0749318724;To the Lighthouse
0375508414;Fried Green Tomatoes at the Whistle Stop Cafe
0375926682;Eragon (Inheritance, Book 1)
0881421073;Adventures of Huckleberry Finn
0385468865;Obasan
0425194493;Flashback
0618346252;The Fellowship of the Ring (The Lord of the Rings, Part 1)
1587880245;Big Trouble
0394561104;Sphere
0553263609;Nine Stories
0385302312;Dragonfly in Amber
0671743783;The Awakening
1566190959;The Scarlet Letter
051756338X;Sarum: The Novel of England
0670824399;Matilda
9500704447;Eva Luna
0345376714;The Autobiography of Malcolm X
0385308485;Out of Sight
0553256157;I Know Why the Caged Bird Sings
0671003356;Ransom
0843945656;The Switch
0786006587;When the Wind Blows
0670260770;The Dead Zone
0316095133;Evening Class
0395082560;The Return of the King (The Lord of the Rings, Part 3)
0425148637;The Body Farm
0385315813;Tara Road
0385307756;The Copper Beech
0385315066;The Return Journey
0140328718;James and the Giant Peach
0440910846;The Chamber
0679458174;Silent Witness
0141439556;Wuthering Heights (Penguin Classics)
0553502417;The Brethren
0694525596;Empire Falls
157270036X;To Kill a Mockingbird
B0000AA9JB;A Darkness More Than Night
1551662736;Rising Tides
0374386137;A Wrinkle in Time
1572701137;Rebecca
0375728198;A Bend in the Road
1570629706;Siddhartha
B00009NDAN;Winter Solstice
0812504836;The Scarlet Letter
0140860363;On the Road
0385489501;Sister of My Heart
0446677167;Stormy Weather
0345418131;Eyes of a Child
0736649603;Eden Close
039551598X;The Things They Carried
0396085725;And Then There Were None
0684871270;The Blue Nowhere : A Novel
0394415256;The Andromeda Strain
0345453808;Killjoy
0671034014;Mercy
2253030589;Mrs Dalloway
0590407201;The Secret Garden
0375405623;Beloved
0140241930;Lady of Avalon
0760701652;Emma
0553173421;The Bourne Ultimatum
068484477x;STONES FROM THE RIVER
039480001x;The Cat in the Hat
055338001X;I Know Why the Caged Bird Sings
0850919649;Dreamcatcher
0882330918;Envy
0812513509;Speaker for the Dead (Ender Wiggins Saga (Paperback))
3464371646;About a Boy
0174434693;Hamlet
0590139614;Northern Lights (His Dark Materials S.)
0446676411;The Midnight Club
0805208089;The Oath
0451140869;Anthem
0807126063;A Confederacy of Dunces
0375408266;The Reader
0312993501;Wild Justice
0345250273;Fahrenheit 451
0451099664;The Voice of the Night
006056668X;Fluke : Or, I Know Why the Winged Whale Sings
0312856865;City of Bones
0679419810;Strip Tease
0944353002;The Celestine Prophecy
0812511980;Prey
0099928205;Loves Music, Loves to Dance
0425064352;Children of Dune (Dune Chronicles, Book 3)
0425064360;Dune Messiah (Dune Chronicles, Book 2)
0821759167;The Gift
0312958129;Coming Home
0446692638;Along Came a Spider (Alex Cross Novels)
0450053598;Midnight
0671010387;We'll Meet Again
0743204298;Deadly Decisions
2266105329;Accident
B00001U0CP;Unnatural Exposure
044021145x;The Firm
006101351x;The Perfect Storm : A True Story of Men Against the Sea
034530988x;Friday
0552093327;Go Ask Alice
0060958324;Zen and the Art of Motorcycle Maintenance: An Inquiry into Values
0749336269;Emma
052594575X;The Hearing
B00009EF82;Hannibal
1585673080;Billy
044651506X;Plum Island
8401469317;Dune
8440638744;Hyperion
B0000C7BNG;Isle of Dogs
0061070068;Little House on the Prairie
0618346279;The Return of the King (The Lord of the Rings, Part 3)
0739420704;Isle of Dogs
0451157486;Atlas Shrugged
068419337x;SHIPPING NEWS
0553208071;Night
0786011629;Vanished
0142401013;Tales of a Fourth Grade Nothing
034527444X;Sword of Shannara
1559276088;The Prometheus Deception
0446611514;Skin Tight
0749336412;Emma
0440238153;The Amber Spyglass (His Dark Materials, Book 3)
076790382x;I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away
0553470469;The Pelican Brief
0451204298;A Maiden's Grave
0679724370;The Passion
014017186X;Dracula
0941423697;Mercy
0425079937;Phantoms
0451136055;The Door to December
0312084986;All Creatures Great and Small
0785707212;Every Living Thing
1590400364;The Hundred Secret Senses
0425053121;God Emperor of Dune (Dune Chronicles, Book 4)
0553800914;The Search
0749313803;Illusions
0888783876;Flesh and Blood
0385335555;Tell No One
0261102664;The Hobbit
0399135545;The Cat Who Lived High
1857982088;Restaurant At the End of the Universe
0689839030;24 Hours
0553477706;The Wedding
1587884097;The Quiet Game
1570426449;The Midnight Club
0446677124;The Burden of Proof
0785758941;Clear and Present Danger (Jack Ryan Novels)
0375502912;Seabiscuit: An American Legend
039914823X;How to Be Good
0670532576;The Outsiders
0440238145;The Subtle Knife (His Dark Materials, Book 2)
0764225111;Sanctuary
0440208319;The Switch
0452267196;Carrie
1557042160;Little Women
0590456806;The Stranger
034542333X;Darwin's Radio
0375430768;Killing Time
0399134778;The Cat Who Talked to Ghosts
0399135375;Stardust
0590453866;Beach House
0898041481;Scarlet Feather
1569874115;The Secret Garden
1571740325;Bittersweet
055347765X;Evening Class
1567404758;A Density of Souls
0553527371;A Map of the World
014037468X;Matilda
0439452406;Tuck Everlasting
0425074986;Dune Messiah (Dune Chronicles, Book 2)
0099271273;The Rainmaker
0590437976;Little Women
0142437204;Jane Eyre (Penguin Classics)
006099486x;The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary
0553260081;The Bell Jar
0385040199;Anne Frank: The Diary of a Young Girl
0743520564;Daddy's Little Girl
0749394803;Cat and Mouse
0679423664;Girl, Interrupted
0099175525;Protect and Defend
0446676071;Message in a Bottle
0670879045;My Year of Meats
1410401766;Killjoy
0345306341;Ringworld
0525940340;The Secret
1844131599;The Last Juror
0809594358;The Lost World
0345465369;The Secret
0821767984;The Secret
074343966X;Still Waters
0060133562;The Bell Jar
0134354656;The Scarlet Letter
0399132635;Watchers
0312181108;I Capture the Castle
0451131185;On the Road
0684800357;STONES FROM THE RIVER
0446693332;The Wedding
0375402896;N Is for Noose
0399146377;The Last Precinct
0345275500;Ringworld
0399103422;The Godfather
0671516884;Schindler's List
0671835157;The World According to Garp
0451523504;The Scarlet Letter
0375418954;The Fourth Hand
1565117794;Life of Pi
039592720x;Interpreter of Maladies
0785742271;Bless Me, Ultima
0060584750;Mystic River
0590433423;Little Women
0374373620;A Swiftly Tilting Planet
0451525094;A Little Princess
1569873925;The Secret Garden
0395353564;The Secret
0394524063;The Mists of Avalon
0440295734;The Testament
037570437X;Snow Falling on Cedars
0385086954;Carrie
0345462351;The Awakening
0399147489;Open Season
0399150846;Dead Famous
0446609447;The Experiment
0446612251;Back Roads
0505524996;Contact
0670032565;The Waste Lands (The Dark Tower, Book 3)
0670032573;Wizard and Glass (The Dark Tower, Book 4)
0671027379;Deception Point
0743234693;The Footprints of God : A Novel
0804120021;Out of Sight
080507211X;Flashback
0843950625;Extreme Measures
1551667320;Shattered
1594140979;Sanctuary
0397321651;The Secret Garden
0451522265;Pride and Prejudice
0399145192;The Edge
0399147608;Hemlock Bay
0670032069;Revenge of the Middle-Aged Woman
0590319000;Between Friends
0590401688;Between Friends
0553351923;Snow Crash
0553238132;Rubyfruit Jungle
0451159934;Anthem
0874778212;The Artist's Way : A Spiritual Path to Higher Creativity
0151489262;The Flanders Panel
0156465116;The Little Prince
0399134654;Rules of Prey
0812567080;City of Bones
0451139682;Different Seasons
0312110707;Southern Cross
0440934478;Harriet the Spy
044100590X;Dune
0385335997;Voyager
044651862x;The Celestine Prophecy (Celestine Prophecy)
0440434475;Harriet the Spy
0896216861;Lake Wobegon Days
0670874787;On the Road
0743528271;In Her Shoes : A Novel
0787106127;That Camden Summer
1570427135;Pop Goes the Weasel
0671463969;Hamlet
0133571114;Go Ask Alice
0618260269;The Fellowship of the Ring (The Lord of the Rings, Part 1)
0618260277;The Two Towers (The Lord of the Rings, Part 2)
0451150694;Christine
0553237799;I Know Why the Caged Bird Sings
0743411420;Sanctuary
0553210181;Pride and Prejudice
0739307312;The Da Vinci Code
B0000E63CJ;Dreamcatcher
0613173538;The Lost Boy: A Foster Child's Search for the Love of a Family
0425195481;The Bad Place
0553227467;Red Dragon
0375505652;The Vagina Monologues: The V-Day Edition
067942850X;Into the Wild
8437610974;Hamlet
0752821563;Tara Road
0452283795;Wanderlust
0553247409;Anne of Avonlea (Anne of Green Gables Novels (Paperback))
0613066421;The Glass Lake
2266047426;Dolores Claiborne
0394584082;The Bourne Ultimatum
0060199490;Their Eyes Were Watching God
0439101344;Dracula
1402505272;"A Child Called \It\"": One Child's Courage to Survive"""
039914496x;Certain Prey
0451162897;Firebird
1583142827;Coming Home
0553097156;Long After Midnight
0451167856;Eden Close
0312853254;Speaker for the Dead (Ender Wiggins Saga (Paperback))
0671434004;Contact
1558744681;Chicken Soup for the Teenage Soul (Chicken Soup for the Soul)
0440477093;The Secret Garden
0446601764;Beloved
0553240811;Still Life with Woodpecker
0517668432;Jane Eyre
0671003763;The Temple of My Familiar
0786243066;The Secret Life of Bees
0670032557;The Drawing of the Three (The Dark Tower, Book 2)
0425054713;Dune
0451186044;The Secret
0875796575;Secrets
0385471440;The Wedding
0330240242;Rendezvous with Rama
0606191267;The Notebook
0609001302;The Cobra Event
0613215109;The Eyes of Darkness
0671469525;Stillwatch
B0000T6KHI;Three Fates
0385495226;The Hot Zone
0451204506;The Hearing
055347880X;The Loop
0375806814;Where the Red Fern Grows
0374284385;The Virgin Suicides
0385319576;Bittersweet
0060467215;Adventures of Huckleberry Finn
0586064540;The Bourne Supremacy
0446611905;Coming Home
0380752166;Shadowfires
0553712527;A Painted House
0156155516;Cat and Mouse
0060129565;The Thorn Birds
0374266425;Sophie's World: A Novel About the History of Philosophy
0671043080;Jewel
0590988867;Tuck Everlasting
0679450440;Protect and Defend
0385294182;Secrets
0425176657;Belinda
0609810901;Carrie
0618153985;The Fellowship of the Ring (The Lord of the Rings, Part 1)
0618153993;The Two Towers (The Lord of the Rings, Part 2)
0618154000;The Return of the King (The Lord of the Rings, Part 3)
0385337930;A Painted House
0385299281;Whispers
0812523369;Pride and Prejudice
8401492009;Dracula
0679450254;Into the Wild
0060294655;Princess in the Spotlight (The Princess Diaries, Vol. 2)
0553205986;Hiroshima
848328006X;1984
0671704664;And Then There Were None
0553106236;The Face of Deception
039913414X;The Edge
0316769541;Franny and Zooey
044021596X;Heartbreaker
0804900019;Pride and Prejudice
0252017781;Their Eyes Were Watching God
0553072633;Extreme Measures
1568654235;See How They Run
0965240967;Story of O
0613176340;The Eye of the World (The Wheel of Time, Book 1)
0743235185;Everything's Eventual : 14 Dark Tales
3150005590;Hyperion
1559277238;Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel)
0840734409;Midnight
0399142371;The Night Crew
0739427148;Reap the Wind
0451210859;The Drawing of the Three (The Dark Tower, Book 2)
0374237131;Presumed Innocent
0399131876;Outbreak
0142000698;The Pearl
0142000701;Travels With Charley: In Search of America
0340546727;Dolores Claiborne
0808520903;The Two Towers (The Lord of the Rings, Part 2)
0316153982;The Poet
0425127230;Stardust
0451139755;Pet Sematary
0843945672;Eyes of Prey
0451145399;Night Shift
0553081314;Doomsday Book
1570429685;Wish You Well
0375701524;The Hundred Secret Senses
0399141707;Cause of Death
0385470789;A Time to Kill
0446614459;Split Second
0749324082;Silence of the Lambs
0553211153;Little Women
1570429669;The Rescue
0399136312;The Sum of All Fears
0453009573;Dolores Claiborne
0060805595;Vanished
0312104170;Riptide
0679460330;Eaters of the Dead
0451156595;Beloved
0593040023;Firebird
0451185870;Homecoming
1551668882;Rising Tides
0061041696;If Looks Could Kill
0553252291;All Creatures Great and Small
0749303301;The Pearl
0553502719;By the Light of the Moon
B00006H3BO;1984
0375727892;Dark Lady
0395404258;The Handmaid's Tale
0156907380;To the Lighthouse
0140237291;Fever Pitch
0595159540;The Idiot Girls' Action Adventure Club
0140259627;How Stella Got Her Groove Back
0553802127;Brazen Virtue
0671027352;"Angels &amp; Demons"
0374304696;The BFG
0399214240;Redwall (Redwall, Book 1)
1896095011;Dreamcatcher
0449004856;The Passion
0671789228;All Around the Town
0671887475;Daddy
0374371520;Speak
0340696621;Wizard and Glass (The Dark Tower, Book 4)
3404143434;The Green Mile
1590072561;The Hitchhiker's Guide to the Galaxy
0330489313;Faking It
0785778691;Icebound
0375409513;Sick Puppy
0553478826;The Ghost
1565117964;Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right
0694523038;The Cider House Rules
0613236882;Blood Work
0553840037;Half Asleep in Frog Pajamas
042516313X;Breathing Lessons
0394572734;Eva Luna
0679446699;The Wind-Up Bird Chronicle
039454689X;The Accidental Tourist
0553138596;All Creatures Great and Small
0553255851;Where the Red Fern Grows
0151072558;Animal Farm
0808514032;The Catcher in the Rye
0613277163;Ashes to Ashes
0618129014;The Lord of the Rings (Movie Art Cover)
0451145070;Cujo
0385294638;Wanderlust
0553479180;The Street Lawyer
0553502042;The Rainmaker
0770427758;Drums of Autumn
1931056323;The Bonesetter's Daughter
0671044702;What Looks Like Crazy On An Ordinary Day
0553528653;Tell No One
1586214497;Chasing the Dime
1586214896;Lost Light
2290053414;Rose Madder
2226140190;Coraline
0684846845;Jonathan Livingston Seagull
0345352017;Another Roadside Attraction
0385471432;The Wedding
0718139593;Wild Horses
0743535766;"Angels &amp; Demons"
0739301047;Blessings
089845865X;Charlie and the Chocolate Factory
0451139798;Carrie
0930044177;Outlander
043936213x;Harry Potter and the Sorcerer's Stone (Book 1)
0439358078;Harry Potter and the Order of the Phoenix (Book 5)
0446690449;Blood Work
0452271320;Pagan Babies
0553244787;Charlie and the Chocolate Factory
0881037265;The Shining
0805238298;When the Wind Blows
0747557713;Now You See Me
0440753120;Island of the Blue Dolphins
0316695971;2nd Chance
0553527290;Circle of Friends
0060956119;Moment of Truth
0849932998;Angels
0708981690;Red Dragon
0345418786;Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle)
0060535520;Dr. Atkins' New Diet Revolution
0553471392;The Client
0553478257;Fat Tuesday
0553502611;Leap of Faith
0743529782;Lucky
0787120332;Small Town Girl
1401397522;The Five People You Meet in Heaven
1570423830;"Hide &amp; Seek"
1586214055;Four Blind Mice
1586215981;3rd Degree
1587882337;Fast Women
1590863518;Blue Shoe
0590471724;The Secret Garden
0553527010;September
0451127374;Anthem
0375433449;The Runaway Jury
0385338600;A Time to Kill
0446676446;Presumed Innocent
0553239767;The Catcher in the Rye
0140076190;The Neverending Story
0451516621;Pride and Prejudice
225317114X;Invasion
0749311096;Practical Demonkeeping
0451524179;The Secret Garden
0553211595;Emma
0812544447;The Guardian
0316639842;Unnatural Exposure
0785787283;Starship Troopers
0140179089;Billy
0385129912;Night Shift
0385337663;Summer Sisters
0553097148;The Ugly Duckling
0345445600;The Hobbit
0141802812;In the Heart of the Sea: The Tragedy of the Whaleship Essex
1570420297;Kiss the Girls
1570426201;The Simple Truth
1570427119;Void Moon
0345320328;Fahrenheit 451
1404336540;Dracula
1841192953;Cause of Death
0460010212;Sense and Sensibility
0307121062;The Ugly Duckling
0440213304;Beloved
0446602760;The Guardian
0590505904;James and the Giant Peach
0618260242;The Lord of the Rings (Movie Art Cover)
0786000872;The Promise
0449128725;Birthright
042513525x;Hideaway
044022165x;The Rainmaker
1586212230;Naked
0395069629;Island of the Blue Dolphins
0785787135;The Mists of Avalon
044661405X;The Wedding
0679448896;Adventures of Huckleberry Finn
0385722206  0;Balzac and the Little Chinese Seamstress : A Novel
0681218894;Emma
071814385X;Last Chance Saloon
051513449x;Guilty Pleasures (Anita Blake Vampire Hunter (Paperback))
0397001517;To Kill a Mockingbird
0151907366;To the Lighthouse
0399145168;Black Notice
0812518500;Midnight
1570429715;A Darkness More Than Night
0451521196;Wuthering Heights
847888579X;Coraline
0694521531;Little Altars Everywhere
1842550942;The Edge
B00006I4OX;Lord of the Flies
0523420633;Cry to Heaven
1557735352;The Oath
1566194881;My Antonia
0618135049;The Silmarillion
0671835467;Anne Frank: The Diary of a Young Girl
0515107476;The Witness
0553502271;The Testament
0812543122;Sense and Sensibility
0671039733;Carrie
0739301985;Skipping Christmas
0553211102;Sense and Sensibility
0375408290;Dark Lady
0553527304;Sacred Sins
0743527607;From Potter's Field
1570426600;The Lion's Game
1841953237;The Crimson Petal and the White
0788760440;Girl With a Pearl Earring
0676973922;The Fourth Hand
0452011876;Atlas Shrugged
0571200486;Lake Wobegon Days
014032724x;Hatchet
0771058667;Journey
1565115392;The Secret Life of Bees
0385319258;Illusions: The Adventures of a Reluctant Messiah
014023313x;The Stone Diaries
038572179x;Atonement : A Novel
0891097686;The Summons
0590486284;A Little Princess
0553242180;Nine Stories
0451516508;Wuthering Heights
0330330004;Walk Two Moons
0380783479;The Kiss
0671023489;Lucky
0451520807;The Secret Garden
0030615534;Friday
0892290021;Bless Me, Ultima
0525934189;Atlas Shrugged
0449700895;Homecoming
006000438x;The Death of Vishnu: A Novel
0394533054;The Stranger
0345331397;I, Robot
0743474198;Heartbreaker
0749317647;Slow Waltz in Cedar Bend
0091832446;Now You See Me
0590034251;My Side of the Mountain
0525247262;Firebird
074350061X;Mr. Perfect
0743532945;Ashes to Ashes
086492304X;Obasan
1565112318;Neverwhere
1586212044;The Millionaires
0804111219;Mercy
0399138153;Winter Prey
0394447689;The Terminal Man
0671582321;Ashes to Ashes
0451139704;Cujo
0345290240;Sword of Shannara
0553123904;The Guardian
0393020363;The Miracle Life of Edgar Mint: A Novel
0375408312;Dark Lady
0743520548;Daddy's Little Girl
1570429227;Roses Are Red
1570429693;Wish You Well
1586211781;A Bend in the Road
1586215809;The Big Bad Wolf: A Novel
0394583892;Plum Island
0440220211;Island of the Blue Dolphins
0451529308;Little Women
0553292447;Reap the Wind
1562010352;Story of O
0072434236;One Hundred Years of Solitude
0553381342;The Bonfire of the Vanities
0747522251;Snow Falling on Cedars
0099914700;Saint Maybe
0849916402;The List
0385471971;Rebecca
038517778X;Open Season
1586212869;The Beach House
0553581392;Courting Trouble
0312198493;Crazy for You
0571129498;The Loop
0525407200;Tales of a Fourth Grade Nothing
0060282983;Charlotte's Web
8448700058;Dracula
0805958061;The Gift
0440508649;Rush Limbaugh Is a Big Fat Idiot: And Other Observations
0345314824;I, Robot
0345250761;Grendel
0399116974;Children of Dune (Dune Chronicles, Book 3)
0553154540;Charlie and the Chocolate Factory
0833558927;The Dark Half
0553456636;Hannibal
0425071790;Children of Dune (Dune Chronicles, Book 3)
1570429200;Roses Are Red
0894714805;Wuthering Heights
0802117678;Remember Me
0399145206;Certain Prey
0451161858;On the Road
0373612591;Cradle and All
0451166833;Anthem
0886772788;Tailchaser's Song
1577310063;No Greater Love
0345241754;Rendezvous with Rama
0553455710;The Street Lawyer
0807209767;The Thief Lord
0688057624;The Cider House Rules
0971725608;On the Road
0140867155;The Drawing of the Three (The Dark Tower, Book 2)
0312138946;Wuthering Heights
0394578260;Journey
0515076252;Secrets
0553234315;Emma
0670545759;The Pearl
0670849367;Dolores Claiborne
0671045865;The Girl Who Loved Tom Gordon
0743412281;Pet Sematary
0743437497;The Shining
0785764836;Insomnia
0812967259;The Lost World
0831727527;Gerald's Game
0831778415;Needful Things
0833532065;The Gunslinger (The Dark Tower, Book 1)
0848807804;The Gunslinger (The Dark Tower, Book 1)
0881037214;The Dead Zone
